,Gene symbol,theoritical_peptide,Sum_of_intensity,iBAQ
1917,WP_001221434.1,54,7047663638.948272,130512289.61015318
1918,WP_001221811.1,27,4507077910.519181,166928811.50071043
1919,WP_001222086.1,42,415124512.56000006,9883916.965714287
1920,WP_001223330.1,30,33855215.0964,1128507.16988
1921,WP_001224416.1,20,205629023.338,10281451.1669
1922,WP_001225794.1,38,146447759.89799997,3853888.41836842
1923,WP_001226846.1,5,593219492.3116198,118643898.46232395
1924,WP_001227585.1,23,3396486706.0509005,147673335.0456913
1925,WP_001227922.1,22,56824418.448,2582928.111272727
1926,WP_001228669.1,26,21865850.358000003,840994.2445384617
1927,WP_001228945.1,30,54715814819.672035,1823860493.9890678
1928,WP_001229174.1,30,4128427439.0113997,137614247.96704665
1929,WP_001229815.1,13,34367476507.00207,2643652039.0001593
1930,WP_001230564.1,24,2134385599.3444004,88932733.30601668
1931,WP_001230742.1,37,30502301.7042,824386.532545946
1932,WP_001231967.1,42,727583874.8738002,17323425.592233337
1933,WP_001232578.1,19,5641416612.201575,296916663.8000829
1934,WP_001232731.1,20,36920393.1084,1846019.6554200002
1935,WP_001233606.1,29,15075646.3717,519849.8748862069
1936,WP_001234817.1,16,400078278.67260015,25004892.41703751
1937,WP_001237262.1,34,12803842.33,376583.5979411765
1938,WP_001237996.1,47,38499304.534,819134.1390212766
1939,WP_001238476.1,33,180534813.91300005,5470751.936757578
1940,WP_001238533.1,21,13321455.811999999,634355.0386666666
1941,WP_001239008.1,12,9734356.584,811196.3820000001
1942,WP_001240474.1,17,8744434.288,514378.4875294118
1943,WP_001243368.1,51,2157731165.100599,42308454.2176588
1944,WP_001243475.1,34,610370486.2168001,17952073.12402353
1945,WP_001244294.1,33,157891577.29400003,4784593.2513333345
1946,WP_001245964.1,35,94762451.211,2707498.6060285713
1947,WP_001246618.1,15,18814286241.99229,1254285749.4661527
1948,WP_001246923.1,14,7228419465.596096,516315676.1140069
1949,WP_001247263.1,16,19290341649.3645,1205646353.0852811
1950,WP_001247305.1,44,1107806372.0430002,25177417.546431825
1951,WP_001248433.1,47,4963681.535,105610.24542553192
1952,WP_001250026.1,22,2171285327.6398983,98694787.61999537
1953,WP_001250524.1,26,41233727.3944,1585912.5920923078
1954,WP_001253389.1,68,3467512891.0556216,50992836.6331709
1955,WP_001253849.1,10,16761967383.493128,1676196738.3493128
1956,WP_001253859.1,29,755500025.6979201,26051725.02406621
1957,WP_001256473.1,138,31653052883.45068,229369948.43080202
1958,WP_001257136.1,16,368358524.85999995,23022407.803749997
1959,WP_001257272.1,4,19584444.622,4896111.1555
1960,WP_001257915.1,13,144129807.00419998,11086908.231092306
1961,WP_001257925.1,17,8587411199.642701,505141835.2731001
1962,WP_001257938.1,43,2504870887.2417984,58252811.331204616
1963,WP_001258166.1,42,932010756.2104,22190732.290723808
1964,WP_001258732.1,10,22146390.08,2214639.008
1965,WP_001258780.1,31,92460624.666,2982600.7956774193
1966,WP_001260288.1,36,13363094.268,371197.06299999997
1967,WP_001262509.1,10,3488287739.0538006,348828773.9053801
1968,WP_001263864.1,22,4318891409.9912,196313245.90869093
1969,WP_001268053.1,38,36563634.756,962200.9146315788
1970,WP_001270455.1,23,553938509.4434,24084283.01927826
1971,WP_001271670.1,36,25160266751.08389,698896298.6412191
1972,WP_001272390.1,25,375559563.72319996,15022382.548927998
1973,WP_001273642.1,47,4012609100.8584023,85374661.72039154
1974,WP_001274122.1,16,53085200.76,3317825.0475
1975,WP_001274139.1,29,54550631855.185196,1881056270.868455
1976,WP_001274661.1,14,16813738192.407183,1200981299.457656
1977,WP_001274737.1,25,182002845.91700006,7280113.8366800025
1978,WP_001274793.1,11,8352363289.278949,759305753.5708135
1979,WP_001275305.1,40,520146081.3830001,13003652.034575002
1980,WP_001275641.1,10,202980649.218,20298064.9218
1981,WP_001276053.1,13,167281405.20499995,12867800.400384612
1982,WP_001276210.1,16,710112969.5725001,44382060.59828126
1983,WP_001276589.1,16,18618774.246,1163673.390375
1984,WP_001277162.1,19,247830190.07300007,13043694.214368425
1985,WP_001278382.1,8,511148073.5400001,63893509.19250001
1986,WP_001278842.1,9,2260949012.9929175,251216556.99921307
1987,WP_001279894.1,8,179457224.22,22432153.0275
1988,WP_001280575.1,32,8402504.71,262578.2721875
1989,WP_001280808.1,34,15539457770.399126,457042875.5999743
1990,WP_001280999.1,55,12451063127.972357,226382965.96313375
1991,WP_001281293.1,28,4359980965.808601,155713605.92173576
1992,WP_001281336.1,32,881245290.8039998,27538915.337624993
1993,WP_001281681.1,9,406613936.1039999,45179326.23377777
1994,WP_001281703.1,13,331956359.7448,25535104.595753845
1995,WP_001281797.1,16,192310140.101,12019383.7563125
1996,WP_001281953.1,24,853235576.3819997,35551482.34924999
1997,WP_001283178.1,13,9258624086.9567,712201852.842823
1998,WP_001283275.1,16,1431434009.9841998,89464625.62401249
1999,WP_001283365.1,22,1139694042.7432003,51804274.67014547
2000,WP_001284168.1,30,25173320236.22951,839110674.5409837
2001,WP_001284348.1,26,65127038995.44827,2504886115.209549
2002,WP_001284494.1,10,1991522829.8532002,199152282.98532003
2003,WP_001284985.1,14,545357572.8229998,38954112.34449999
2004,WP_001287342.1,51,39612244150.75869,776710669.6227194
2005,WP_001287684.1,4,931237875.5203998,232809468.88009995
2006,WP_001288005.1,62,115253699432.35828,1858930636.0057786
2007,WP_001288215.1,5,60872443.392000005,12174488.6784
2008,WP_001288293.1,7,1629378593.5819185,232768370.51170263
2009,WP_001288326.1,33,865963230.0263994,26241310.00079998
2010,WP_001288561.1,34,14583262269.945698,428919478.5278146
2011,WP_001288616.1,33,308666153.84779996,9353519.813569695
2012,WP_001289449.1,22,3073940127.0153,139724551.2279682
2013,WP_001289761.1,26,66599592.5744,2561522.791323077
2014,WP_001290040.1,37,4745350655.459201,128252720.41781624
2015,WP_001291001.1,48,1324969328.6202004,27603527.67958751
2016,WP_001291080.1,21,23400071734.628986,1114289130.220428
2017,WP_001291837.1,38,12937245791.360022,340453836.6147374
2018,WP_001291938.1,13,3913896403.1966004,301068954.0920462
2019,WP_001292110.1,35,63136880.698599994,1803910.877102857
2020,WP_001292536.1,20,20421902018.183403,1021095100.9091702
2021,WP_001293444.1,15,25428624218.682972,1695241614.5788648
2022,WP_001293685.1,24,235720978.43199998,9821707.434666665
2023,WP_001294723.1,22,6188857912.788904,281311723.30858654
2024,WP_001966744.1,20,370785066.1179999,18539253.305899996
2025,WP_001967602.1,27,423192975.076,15673813.891703703
2026,WP_001967625.1,17,161344910.533,9490877.09017647
2027,WP_001968241.1,25,57774214.67000001,2310968.5868
2028,WP_001968786.1,31,3478801161.478598,112219392.30576123
2029,WP_001969787.1,16,123826903.3188,7739181.457425
2030,WP_001970104.1,57,1059157336.5853606,18581707.659392294
2031,WP_001970524.1,5,13471252338.334019,2694250467.666804
2032,WP_001970545.1,16,651756727.3999999,40734795.46249999
2033,WP_001970781.1,16,11479234715.55375,717452169.7221093
2034,WP_001971016.1,6,17312548.77,2885424.795
2035,WP_001971937.1,18,45977172.952,2554287.3862222224
2036,WP_001972005.1,15,5464917704.045293,364327846.93635285
2037,WP_001972114.1,13,68707050.566,5285157.735846153
2038,WP_001972581.1,11,540830021.3119997,49166365.573818155
2039,WP_001972941.1,16,21642584.106000002,1352661.5066250002
2040,WP_001972951.1,53,13224920283.973322,249526797.8108174
2041,WP_001973506.1,15,884705949.4881004,58980396.632540025
2042,WP_001973770.1,26,8110527230.136351,311943355.00524426
2043,WP_001974248.1,30,2931238582.4328976,97707952.74776325
2044,WP_001974354.1,46,18772765.82,408103.6047826087
2045,WP_001974506.1,5,3987840174.19364,797568034.8387281
2046,WP_001974549.1,29,7857227382.42589,270938875.2560652
2047,WP_001976240.1,27,3000110.9532000003,111115.2204888889
2048,WP_001977544.1,25,69217738.2664,2768709.5306559997
2049,WP_001978935.1,24,345643368.063,14401807.002625002
2050,WP_001982061.1,73,3717643068.046801,50926617.370504126
2051,WP_001982140.1,41,82478358.48,2011667.28
2052,WP_001982280.1,31,8682362046.994593,280076195.0643417
2053,WP_001982325.1,26,4720352200.262099,181552007.70238844
2054,WP_001982425.1,23,8475680648.224398,368507854.270626
2055,WP_001982459.1,50,46453513.777,929070.2755400001
2056,WP_001982628.1,20,1060134652.0154002,53006732.60077001
2057,WP_001982953.1,26,1712245750.5008008,65855605.78849234
2058,WP_001983198.1,21,29542733.952,1406796.8548571428
2059,WP_001983274.1,8,205773899.44159997,25721737.430199996
2060,WP_001983427.1,44,1073587427.6046001,24399714.263740912
2061,WP_001983897.1,17,2656576905.4269004,156269229.73099414
2062,WP_002002492.1,14,67699347.34,4835667.667142858
2063,WP_002026245.1,22,13243124.886999998,601960.2221363635
2064,WP_002067912.1,31,1086539188.8576,35049651.253470965
2065,WP_002068111.1,23,416647967.984,18115129.04278261
2066,WP_002070109.1,12,741882434.8096001,61823536.23413334
2067,WP_002070138.1,48,3343975083.4498014,69666147.57187086
2068,WP_002072371.1,37,3094811726.3240004,83643560.17091893
2069,WP_002072562.1,13,1196272618.99022,92020970.6915554
2070,WP_002079116.1,37,7039344.978,190252.56697297297
2071,WP_002080824.1,38,130607968.83799998,3437051.8115263153
2072,WP_002080974.1,13,1518673264.2489996,116821020.32684612
2073,WP_002082140.1,20,973562429.7902001,48678121.48951001
2074,WP_002082862.1,33,9694167.872,293762.66278787877
2075,WP_002084923.1,33,12139616327.165312,367867161.42925185
2076,WP_002086035.1,31,4818510636.409199,155435826.9809419
2077,WP_002093809.1,43,8090826.2179999985,188158.74925581392
2078,WP_002139006.1,6,5336773.862,889462.3103333333
2079,WP_002144337.1,28,353034961.47079986,12608391.481099995
2080,WP_002145390.1,33,1022082796.4989996,30972205.95451514
2081,WP_002145395.1,57,355721330.0150001,6240725.087982458
2082,WP_002145501.1,11,483136626.1050001,43921511.46409091
2083,WP_002145819.1,17,18748524.674,1102854.3925882352
2084,WP_002145910.1,35,90320711.64119999,2580591.7611771426
2085,WP_002146507.1,21,2131983.087,101523.00414285713
2086,WP_002153498.1,10,132346265.45399997,13234626.545399997
2087,WP_002182968.1,32,327092722.602,10221647.5813125
2088,WP_011172091.1,127,80116199.50999999,630836.2166141731
2089,WP_033108072.1,31,3983134608.7574015,128488213.18572263
2090,WP_060589244.1,21,132385553.86379999,6304073.993514285
2091,WP_080010667.1,28,79145061.19999999,2826609.328571428
2092,WP_082273108.1,178,20369058.144,114432.91092134832
